user description,class
United States Of America #President Fan Page: (Not An Official #Government Page; Discussing Related Subjects) *Claim #Free #StockShare @ _URL_,0
"Drudge Report App for iOS and Android, download it now. The app provides conservative news from leading news sources.",0
"Breaking news, analysis and in-depth stories from CBC News in B.C.",0
Well educated peasant. Cockney married to a Scouser. Pessimist.,0
TrendRadars,0
"Local news and @NPR for the Puget Sound region. Listen: :radio::sparkles:94.9 FM :speaker_high_volume: Smart speaker: ""Play KUOW."" Follow our newsroom people: _URL_",0
We protect and improve the health of all people and places in Pierce County.,0
"KLCC 89.7 FM · NPR for Oregonians · _URL_ KLCC's mission is to engage the mind, enrich the spirit, and deepen understanding of our community and our world.",0
Parody account. IG: Jhoelg_,0
San Francisco Department of Public Health. We are here to protect & promote the health of all San Franciscans. :bridge_at_night: #VaccinateSF #GetBoostedSF #GetTested,0
"Breaking News, Weather, Sports, from KDKA - CBSN Pittsburgh. If you send us a tweet, you consent to letting #KDKA/sister stations showcase them on air & digital",0
"Slack-Jawed-Yokel Patriot!-FREE SPEECH ADVOCATE-Trump :United_States: PURE BLOOD ULTRA MAGA! #Trump2020 :United_States::United_States::folded_hands:(@Sandy4409 on Gettr, Gab and Truth Social)",0
"Triple-vaxxed Pfizer/Moderna/Moderna Now are all my enemies here in this place.I will plague them all to roaring!  No Lists, No Spaces-automatic block",0
Award-Winning Journalist/Photographer _URL_ Photo site: _URL_ NWU Social Justice Nexus News Felllow,0
Just call me Mak :winking_face: #amwriting #food #mecfs #cancer _URL_ Ian Makay on Facebook @IanMakMakay on Instagram :prohibited:No DMs:prohibited:,0
How to Beat Death,0
_URL_ •  _URL_ •  _URL_ •  _URL_ •  _URL_ •  _URL_ •  _URL_ •  _URL_ and more....,0
:books: | Chevening Scholar 2021/22 :school: | Brunel University London :balance_scale: | Certified Mediator :page_facing_up: | Justice of the Peace :briefcase: | Health Promotion Specialist,0
WHSV - TV 3 is the ABC affiliate for the Shenandoah Valley in Virginia,0
None,0
"Economics 101: Daily World News & Articles on the market, global economy, geopolitics and $.",0
Looking bro,0
None,0
"PhD Biochemistry Professor, Spring Arbor University, author _URL_ Conservative, Christian, Scientist. Nursing instructor.",0
"public health guerrillas -- a nonprofit collective of scientists, physicians, hackers, & assorted geeks dedicated to health equity & combating disinformation.",0
"Delivers in-depth coverage on all language the international, politics, lifestyle, business, and entertainment news.",0
#Depession is not just a #Medical term! It is a #secret we keep to ourselves and afraid to discuss with anyone. Take the first step to freedom & Talk to someone,0
"Global Healthcare venue for tracking & trending:fast-forward_button:Rx ,recalls, technology, studies, treatments, outbreaks, and more:growing_heart::pill::syringe::ambulance:",0
"San Jose, Ca native, Christian Writer of Live Action Eating, a Disciple of The Lord Jesus Christ..",0
"CEO of @FlowHealthHQ Since you keep asking, yes, I am a high school dropout.",0
Official Channel for _URL_  Keep healthcare affordable & accessible quickly for everyone regardless of level of income by applying blockchain tech,0
"Arizona's News Station. Hear @AZMorningNews, @broomheadshow, @GaydosAndChad and Arizona's Evening News on KTAR News 92.3. Your home for breaking news & traffic.",0
"Progressive West Hollywood City Mayor Pro Tempore :rainbow_flag: Proud Community Leader, Lesbian, Iranian-American, Renter, Wife & Fur Mom",0
Tired of missing all the fun and this quarantine has me BORED.,0
"LGBTQ+ Influencer & Changer & Mental Health Advocate :thumbs_up::rainbow_flag: | All views expressed are my own, and do not represent any Organisation I work for",0
Fuck It Let's Get This Money #AintNoPressure #Cheaa,0
"l try to side with people who don't hide from history, facts, evidence. The Constitution has some elements which give weighted power to racists. #GoodTrouble",0
None,0
Seems to Be,0
Catch up with the latest news from South Carolina's capital city. Join the conversation!,0
Capturing Life in South Carolina's Lowcountry Since 1970,0
"My tradition teaches a message of radical inclusion and love. Will you sit down and learn Torah with me, and learn love? _URL_",0
Breaking news & info from the Myrtle Beach area's most-read news source. RTs not endorsements. Get mobile app for iOs/Android: _URL_,0
Hello!,0
MBBS BSc Hons Infectious Diseases :United_Kingdom: :Australia: Zero COVID Australia,0
None,0
Freelance Sci Penmonkey hell-bent on making it 2 @NatGeo.  Host of @SagasScience podcast Bylines: @Muckrack/LinkedIn  Got a tip or need a story? DM me,0
A little of everything. #ResistMassInfection #Parenting #blogger #COVIDisAirborne,0
:United_States::United_States::United_States:make America Great again:United_States::United_States::United_States: my 3rd account why I bother because it's my right !,0
Jewish-Ukrainian-American. Homosexual. Pro-housing. FREE UKRAINE :Ukraine: nsfw @retrophxxxsical,0
"25. black hearts club forever :black_heart: Twenty one pilots! emo as fuck! YouTuber, writer, singer, ukulele player, and :musical_keyboard: you are what you love, not who loves you :rainbow:",0
"Mental Health Social Worker/AMHP/Music & Festival Lover/Rugby Fan/LGBT+ Campaigner/Passionate about Men's Mental Health/Trans Alley/He, Him/Views are my own",0
"Follower of Christ, Businessman, Sports enthusiast, MAGA supporter:United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States:",0
I still care about what is right & what is wrong. I am a little nuts but aren't we all. My posts are jokes & I am an international man of mystery. No DM's,0
"Laugh out quietly with the self-labeled ""Hispanic Sedaris"" while he explores the absurdities of the post-pandemic world.  Yes, he wrote this in the 3rd person.",0
Howard University Alumna. ΔΣΘ. :red_heart::white_heart::elephant::red_triangle_pointed_up: #blacklawyersmatter,0
None,0
"Partnerships @ , formerly @Wired.",0
None,0
"Civil rights lawyer, fighting naturalist, hubby and Italian chef. Support science & civic nationalism. At home on mountains. Tweets are not legal advice.",0
"25. black hearts club forever :black_heart: Twenty one pilots! emo as fuck! YouTuber, writer, singer, ukulele player, and :musical_keyboard: you are what you love, not who loves you :rainbow:",0
#AbortionIsEssentialHealthcare A ban strips women of their bodily autonomy. Abortion ban is a war on women's healthcare. #GOPIsAntiWoman,0
None,0
":woman_biking_medium-light_skin_tone:•:woman_running_medium-light_skin_tone:• wife • mom • dart:frog:/:cat:lady • 3-pedal (GTI) snob • Outsmarting colorectal cancer since age 44 ('17) • she/her • ""Better bitch than mouse."" - RBG",0
R:cross_mark:DICAL | I'm on this app way more than a normal human being should | gits and shiggles | Cyber Goon | INFJ | $acw813,0
None,0
"lifelong doodler. detail-fixating. team oxford comma. // brand & creative consultant // previously vp, global brand @playboy // @pramana @giant_spoon @tbwamal",0
"Exercise Scientist, S&C Coach. Laziness is a charge that'll follow you like a felony. I'm 1 of 1. None before me, none to come.",0
Emily Nietzsche ( that's my name ) ... poster and sissy show organizer #LAMB #LAMBILY,0
Insta: @lukebythebeach,0
None,0
"""The tree of liberty must be refreshed from time to time with the blood of patriots and tyrants. It is it's natural manure."" Thomas Jefferson, 13 Nov. 1787",0
IG- @ryonsworld,0
just a human on twitter,0
:hibiscus: Call me Lei :smiling_face_with_hearts: Born & raised on Oahu :call_me_hand_light_skin_tone: Mom of 3 :child_light_skin_tone::baby_light_skin_tone::boy_light_skin_tone: wifey :ring: only child :woman_blond_hair::Sagittarius: Pinay :Philippines::United_States: SAHMom :heart_on_fire: Dylan O'Brien fan :red_heart: Blessed :folded_hands_light_skin_tone:,0
check my site If you are interested in fitness.,0
The honesty of my twitter has left me too exposed | RIP @abnerlainez,0
"publisher, arts ed. @48Hills + SF Bay Guardian @sfbg | co-owner The Stud | RBMA, DJ Mag | OUT NOW: INTO THE STREETS history of protest | marke@48hills.org",0
"The best things in my life are my amazing family, technology, innovation, and photography. Views expressed are mine and don't reflect the views of my employer.",0
Formerly disabled / amateur philosopher and thinker. Smoker of cannabis and imbiber of alcohol. Mental Health Advocate / Consumer. Aspiring pro gamer,0
"All things Charleston, SC (including GASP! politics) . Voted best Twitter feed & local blog for NINE straight years. Voted best website and podcast in 2022 too.",0
"""Picking quarrels and provoking trouble."" - People's Daily",0
Buffalonian. Words in @currentpubmedia @Washingtonpost @BlockClubChi @Citylab DM for Signal,0
None,0
Florida implant livin' life,0
Lord Mayor of The City of London (he/him),0
the Jenna Marbles of Gay Pornogrpahy,0
"Artist, Activist, TriAthlete, Producer #GetInGoodTrouble:United_States:",0
"Professor at Warren Wilson College, Global Studies, Network Society, Maps, GIS, Geoweb, Educational technology, Open source, Global Health, Panama, Dad.",0
#Data Capitalist. #AI #Azure #Cloud #DataScience #Deeplearning #IOT #Machinelearning @ #Microsoft Views are my own,0
"Dad, cook, gardener, writer, RPCV. The hour calls for optimism, we'll save pessimism for better times—- saying of the French Left.",0
"Bay Area Native, Transplanted. Sports, Faith, Family, Adventure (in no particular order). Sales @AspireIO",0
A black Haitian woman that wants to find information that can help the African Diaspora.,0
insufferable. important resources in the link below. insta: _bathroomart,0
I like long walks on the beach and surfing the waves of most basic dictatorships.  Sextuple vaxxed :syringe::syringe::syringe::syringe::syringe::syringe: #1776WorldWide,0
writer | scorpio prince | words in @The_Rumpus @glass_poetry @Wigleaf @NecessaryFic | he/him,0
"Common Sense American! God, Family, Country! Pronouns: Fuck around/Find out Find me at Truth Social @PatriotFlorida No Trains ever & No DM's unless I know you.",0
None,0
_URL_,0
she/her. current WIP: YA HF about the time people with disabilities took over a federal building,0
The Los Angeles Recording School Class 2016 Music Production Alumni,0
None,0
Oh no not again,0
Child of the King,0
"I Love the Country, hate what Obama is doing #veteran #nra",0
"Christian, Husband, Conservative, Tarheel Basketball, Seminole Football",0
daughter of Jerusalem. tree is dry . I am not handling it well. coping skills and core competencies eliminated,0
"NO CHAIN LISTS #POTUS #sobriety #ms :warning:No DM:warning: Mother of daughters, EX Christian, lefty liberal for life.",0
Hosea 4:6,0
tweeting about scams that marketing companies/capitalism has driven into the core of society,0
Just here scrollin and trollin.,0
ًI'm all hooked up you're out of luck,0
1/75 & 82nd 68W/11B… #GEORGIA #PROUDSOUTHERNER #NOWHITEGUILT #WHITEWELLBEING #KNOWTHEFACTS #ITSNOTAVACCINE #гордыйрусский #gaeilgeoirbródúil :United_States::Russia::Ireland::shamrock:,0
