number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class
592,2022-07-09 01:59:18,"""Please keep in mind that [#Monkeypox] guidelines could change and it is recommended that you continue to check in with public health sources for the most up-to-date information."" — @SpeakerPelosi  (FYI public health sources say more needs to be done at the federal level)",Twitter for iPhone,False,True,"Be your own Daddy. News and pop culture fiend. Qualitative researcher connecting people to ideas. Big word nerd (small ones, too) :nerd_face::seedling::rainbow_flag::man_light_skin_tone_beard::writing_hand_light_skin_tone:",2008-05-16 17:18:49,0,0,1,0,1140,1493,7079,47,"Portland, OR",0,0
594,2022-07-09 01:59:51,"""If #monkeypox can't be contained, it may become a permanent threat, especially among men who have sex with men. """,Twitter Web App,False,False,"Jesus is Christ. Freedom is Godly. Truth over feelings. Policy shouldn't come from ""We don't know"" which isn't Science and data.",2012-12-03 03:47:29,0,0,0,0,241,690,23554,1,None,0,0
598,2022-07-09 02:00:07,"To help stop the spread of monkeypox virus in Washington, the CDC announced plans to distribute a limited amount of vaccines to people with known cases and close contacts. _URL_",SocialNewsDesk,True,True,"News, weather, and entertainment from Spokane, Coeur d'Alene, and the Inland Northwest. We'll make you laugh, too. Thanks for following #4NewsNow",2007-08-03 20:38:16,0,0,1,0,60921,6044,168930,843,"Spokane, Washington",0,0
599,2022-07-09 02:00:10,"Monkey pox is surging in Broward, doctors say no panic necessary. Here's our @nbc6 report. _URL_",Twitter for iPhone,True,True,Storyteller @nbc6. Occasionally wear old concert shirts. Sidekick of @slodzer. @UF & DBHS grad. Gators/Heat/Fulham/InterMiami/Panthers/Marlins,2010-10-26 15:51:07,1,0,1,0,7095,1427,52568,170,"Miami, Florida",0,0
600,2022-07-09 02:00:14,07/09/2022 12:52 AM UTC  :newspaper: Island Health confirms one case of monkeypox on south Island - CHEK News [CHEK]  :backhand_index_pointing_right: Latest monkeypox news around the :globe_showing_Americas: _URL_   #MonkeypoxVirus #monkeypox #Monkeypoxalypse #ShinzoAbe #Arafat,Monkeypox News & Data,False,True,Real-time Monkeypox data & News,2022-07-03 15:43:58,0,0,0,0,853,0,78,0,None,0,0
601,2022-07-09 02:00:23,"Monkeypox On the Rise in Africa, United States and Europe – says WHO _URL_",WordPress.com,False,True,"Modern Diplomacy, online magazine International Edition",2013-05-29 14:49:20,0,0,0,0,8551,3092,21090,223,None,0,0
602,2022-07-09 02:00:32,Monkeypox cases grow in Tampa Bay area with 7 total cases in two counties _URL_,True Anthem,True,True,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",2009-01-22 16:00:14,1,0,0,0,43056,1524,135539,526,"Bradenton, Florida",0,0
603,2022-07-09 02:01:01,"To date, the CDC is reporting 62 probable monkeypox virus cases in Illinois. So it's important for all, regardless of sexual orientation, to learn the signs and symptoms. To learn more visit _URL_ _URL_",Sprout Social,False,True,The official Twitter feed of the Will County Health Department,2009-09-28 15:09:13,0,0,0,0,3341,251,10700,110,"Joliet, Il",0,0
604,2022-07-09 02:01:03,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,We're a once-a-week community newspaper serving the Nanaimo area from Cassidy to Nanoose Bay. Tweets by @BlackPressMedia and @BulletinSports.,2009-05-19 19:52:47,3,0,1,0,10871,450,61336,234,"Nanaimo, British Columbia",0,0
605,2022-07-09 02:01:03,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"Where North Island's news begins. Follow for breaking stories, special reports, links, features and for access to local reporters. Part of @BlackPressMedia",2009-05-19 15:49:00,0,0,0,0,1228,312,46971,54,None,0,0
606,2022-07-09 02:01:04,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"Serving Ladysmith, Chemainus and area since 1908. Part of @BlackPressMedia",2009-05-19 19:41:52,0,0,0,0,2247,273,49936,78,"Ladysmith, BC, Canada",0,0
607,2022-07-09 02:01:04,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"The only newspaper serving Tofino, Ucluelet, Long Beach and area. Our weekly comes out each Wednesday. Part of @BlackPressMedia",2010-12-15 20:40:08,0,0,0,0,2003,380,45320,48,"West Coast, Vancouver Island",0,0
608,2022-07-09 02:01:11,"'Public health failure' – Gov't monkeypox response upsets SF lawmakers, LGBTQ community _URL_",WordPress.com,False,True,News Website,2021-06-21 13:29:36,0,0,0,0,74,662,18508,0,None,0,0
609,2022-07-09 02:01:26,"Vancouver Island records 1st monkeypox case, health authority says risk 'very low' | #Vancouver  _URL_",FS_Poster_App,False,True,"Keeping you informed on all things happening in Canada, Business and the World.",2010-03-21 21:25:29,0,0,0,0,3400,958,24400,82,"Toronto, ON",0,0
615,2022-07-09 02:02:03,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ _URL_",dlvr.it,False,False,None,2018-10-22 15:24:01,0,0,0,0,4,55,2833,0,None,0,0
617,2022-07-09 02:02:27,'Absolutely be concerned.' Monkeypox cases are surging in South Florida _URL_,Twitter for Android,False,False,"MagicalAF,Coffee Whore,Mother of Skwirells #WearAFuckingMask  #Resistance #TNR",2011-06-24 21:12:28,0,0,2,1,3516,5001,149117,7,"Satan's Sweaty-Crotch, Florida",0,0
618,2022-07-09 02:02:32,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"Where Lake Cowichan's news begins. Follow for breaking stories, special reports, links, features and for access to local reporters. Part of @BlackPressMedia",2009-05-19 19:45:36,0,0,0,0,1726,125,59413,63,Lake Cowichan,0,0
623,2022-07-09 02:04:24,3rd imported case of monkeypox confirmed in S'pore _URL_ _URL_,Twitter Web App,True,True,Mothership is a community news service for Singaporeans.,2013-07-25 04:02:17,76,3,90,51,323270,292,46207,617,Singapore,0,0
625,2022-07-09 02:05:06,"First case of monkeypox reported on Vancouver Island, bringing B.C. total to 21 #Monkeypox | #Reported | #Vancouver | #Island Breaking News  :backhand_index_pointing_right: _URL_ _URL_",Twitter,False,False,"A lot of people are afraid of heights. Not me, I'm afraid of widths",2018-02-04 14:48:20,0,0,0,0,1508,3757,27381,1,United States,0,0
627,2022-07-09 02:05:55,"Long standing weaknesses in the U.S health system, is giving monkeypox a chance to entrenched.",Twitter Web App,False,True,Royal College | UCSC | NIBM | NSBM | SU | Marketer | Content writer | Strategy | Travel Enthusiast | Class | X Factor |,2021-06-08 05:53:55,0,0,1,0,393,247,26543,0,"Colombo, Sri Lanka.",0,0
629,2022-07-09 02:06:34,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"Where Chemainus news begins. Follow for breaking stories, special reports, links, features and for access to local reporters. Part of @BlackPressMedia",2018-01-18 17:23:01,0,0,0,0,159,25,43590,5,"Chemainus, BC",0,0
630,2022-07-09 02:06:34,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"The Alberni Valley News became the newest voice of the Alberni Valley with its inaugural issue Aug. 25, 2006. Part of @BlackPressMedia",2009-05-15 19:49:24,0,0,0,0,1683,162,54377,35,Port Alberni,0,0
640,2022-07-09 02:09:03,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"Where Cowichan's news begins. Follow for breaking stories, special reports, links, features and for access to local reporters. Part of @BlackPressMedia",2009-06-30 22:42:32,0,0,0,0,3763,1055,68797,93,Duncan B.C.,0,0
641,2022-07-09 02:09:03,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,The Campbell River Mirror is available weekly in print and instantly on the web. Serving Campbell River and area since 1971. Part of @BlackPressMedia,2009-05-19 17:35:53,0,1,0,0,9464,5891,60853,174,"Campbell River, B.C.",0,0
643,2022-07-09 02:09:29,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,False,False,"Author of ""Fifteen American Wars: Twelve of Them Avoidable"" and other works on war prevention",2020-01-18 15:41:11,0,0,0,0,62,280,13613,0,"Centreville, Va.",0,0
646,2022-07-09 02:10:17,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,False,False,Neighbors to Save Rivington House came together to fight for its return to the community for our vulnerable. #ShareMountSinai (Was #CareNotCondos - success!),2018-03-20 16:03:15,0,0,0,0,58,125,2208,0,"Manhattan, NY",0,0
649,2022-07-09 02:11:23,LA County Limits Monkeypox Vaccine To Certain High-Risk Angelenos _URL_,Twitter Web App,False,False,"Researcher and advocate for eco-rights, human rights.",2020-07-29 21:18:38,0,0,1,0,307,372,53491,0,None,0,0
652,2022-07-09 02:12:01,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for iPhone,True,False,"Over caffeinated adrenaline junkie + anchor producer at @FaceTheNation. @TCU alum. San Antonio is home, Fort Worth crosses my mind. escobedor@cbsnews.com",2007-06-20 01:39:28,0,0,0,0,1706,4643,35852,28,"Washington, DC",0,0
653,2022-07-09 02:13:00,"Monkeypox vaccines are being offered at locations across Metro Vancouver considered high-risk settings, as part of a campaign aimed at protecting people ahead of Vancouver pride celebrations at the end of the month. Yasmin Gandham has more. _URL_",Twitter Media Studio - LiveCut,True,True,"Breaking news, analysis and in-depth stories from CBC News in B.C.",2008-11-03 20:07:22,8,1,13,4,303999,413,208413,2927,"Vancouver, British Columbia",0,0
656,2022-07-09 02:14:26,CNA: CNA Explains: Who is at risk of monkeypox and how worried should you be?. _URL_,Twitter for Android,False,False,"Maritime Enthusiast and interested in Maritime / Shipping trends e.g. Safety, Security, Environment and regulatory matters",2016-11-25 06:49:11,0,0,1,1,66,131,2813,0,Singapore,0,0
657,2022-07-09 02:14:48,South Carolina health agency announces first cases of monkeypox _URL_,WordPress.com,False,False,None,2016-06-21 12:23:47,0,0,0,0,6,1,6437,0,None,0,0
662,2022-07-09 02:15:57,"(51/n) The United States adds 91 new cases of monkeypox for a total of 791 confirmed cases. 37 out of the 50 US states now have confirmed cases. Of note New York 153, California 136, Illinois 115 cases. _URL_",Twitter Web App,False,False,"Molecular Genetics, U.C. Berkeley Alumnus Private sector; Opinions are my own; Posted studies ≠ Endorsement; Not medical advice;",2022-04-05 22:47:50,4,1,10,0,1952,1925,6039,38,None,0,0
663,2022-07-09 02:16:21,CDC: Maryland reports more monkeypox cases _URL_,Twitter for iPhone,False,False,AGACNP senior student & Critical Care RN. Pro-union/labor Progressive :flexed_biceps_medium-light_skin_tone: love can conquer hate :red_heart: Fierce patient advocate :raised_fist_medium_skin_tone: #Research #FactsMatter #Science,2011-09-05 15:20:21,0,0,0,0,764,2317,68474,2,None,0,0
664,2022-07-09 02:16:32,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,"Where Parksville's news begins. Follow for breaking stories, special reports, links, features and for access to local reporters. Part of @BlackPressMedia",2009-05-15 21:40:16,0,1,0,0,3480,170,57604,111,"Parksville, B.C., Canada",0,0
665,2022-07-09 02:16:32,Health officials confirm 1st case of monkeypox in Vancouver Island region _URL_,dlvr.it,False,True,Your weekly community newspaper. Winner 2014 BCYCNA Newspaper Excellence Award & CCNA (national) Best Front Page. Part of @BlackPressMedia,2009-05-19 18:17:23,0,0,1,0,6681,1438,63740,194,Comox Valley,0,0
668,2022-07-09 02:19:21,Health officials confirm 1st case of monkeypox in Vancouver Island region – Saanich News _URL_,WordPress.com,False,True,100%follow back,2020-11-28 14:02:32,0,0,0,0,559,1589,145019,1,None,0,0
670,2022-07-09 02:20:01,"The World Health Organization reported two new deaths from #monkeypox since its previous disease update on June 27, bringing the total to three since the start of the year and said the disease had spread to new areas. _URL_",Buffer,False,True,"Your independent voice in TV news—bringing back reliable, honest news reporting. Newsletter sign up: _URL_ Support us: _URL_",2018-11-08 16:41:42,1,1,4,0,74276,38,45025,540,"New York, NY",0,0
671,2022-07-09 02:20:19,"U.S. to Ship 144,000 More Monkeypox Shots and Expand Testing as Cases Top 700 + More • @NonVitalTooth @imfsea_aruna @arifsetia2013d @GEanalyst @PackRagu @AnwarFadzil @Hock_ann26 @kuabt @broz6969 @richardrichli @drdzul @_chuad @rafiziramli @BahangD _URL_",Twitter for iPhone,False,False,None,2021-09-22 13:34:58,2,0,2,0,108,381,4606,5,None,0,0
672,2022-07-09 02:21:00,"Lesions, headaches, debilitating pain: Gay men with monkeypox share their stories _URL_",Twitter for iPhone,False,False,"Music and animal lover, MS combatant, married gay man, Jewish (non-practicing), proudly woke. He/Him. :rainbow_flag: :musical_notes: :star_of_David: :smiling_cat_with_heart-eyes:",2012-03-02 21:01:14,0,0,1,0,484,1922,15792,11,"California, USA",0,0
673,2022-07-09 02:21:26,"Who: More than 6,000 monkeypox cases have been reported in 58 countries and territories, reconvene the Emergency Committee to discuss the outbreak;",Twitter Web App,False,False,open your eyes and see things as they really are,2022-03-03 02:58:30,0,0,5,0,119,202,20,0,None,0,0
677,2022-07-09 02:23:27,"Monkeypox top 15 update as of July 8th, 2022: 1. Spain :Spain: flying past 2,000 cases 2. UK :United_Kingdom: back in 2nd place:2nd_place_medal:  3. France :France: 25% growth in 48 hours  4. Brazil:Brazil: officially makes the top 10  5. Austria :Austria: in Sweden :Sweden: out  :backhand_index_pointing_right:_URL_ _URL_",Twitter for iPhone,False,True,Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,2018-08-09 12:08:02,57,9,101,17,10469,9,1026,99,"Miami, FL",0,0
679,2022-07-09 02:23:41,Monkeypox case found in Pakistan? Govt clarifies | World News _URL_,Revive Social App,False,True,None,2021-12-14 12:47:27,0,0,0,0,2,0,796,0,None,0,0
684,2022-07-09 02:24:36,"""Singapore confirms fourth case of monkeypox infection since June - CNA"" _URL_",Twitter for Android,False,False,Female. Married. :prohibited: Chat Group,2021-06-03 01:28:17,0,0,0,0,1132,1131,40877,1,None,0,0
687,2022-07-09 02:25:12,"This week at UWMC Conferences we discussed cases of: complement mediated thrombotic microangiopathy, pyomyositis, Langerhans Cell Histiocytosis, and…Monkeypox! So grateful for the chance to learn from our patients and each other about some fascinating cases!",Twitter for iPhone,False,True,The official Twitter of the University of Washington @UWMedicine Internal Medicine Chief Residents | #GHITKU | _URL_ |,2020-06-22 16:18:25,1,0,10,0,723,178,290,7,"Seattle, WA",0,0
688,2022-07-09 02:25:16,How contagious is monkeypox—and should you get a vaccine? Here's the latest. _URL_,Twitter Web App,False,False,None,2016-07-25 06:53:55,1,0,1,0,1032,2032,4537,11,USA,0,0
689,2022-07-09 02:26:14,West Bengal: Youth in hospital with suspected monkeypox _URL_,Twitter for iPhone,False,False,Outbreak & Science Updates :fire:,2021-07-19 03:05:16,5,1,36,0,13560,5473,2855,165,None,0,0
693,2022-07-09 02:27:32,Here's my article about gay men's experience with #monkeypox: _URL_,Twitter for iPhone,True,True,"Science reporter covering Covid, monkeypox, HIV, climate | Battling cancer | Contributor: @NYTimes @NBCNews @Guardian @TRF_Stories Also: @TheNation @TheAtlantic",2013-08-13 06:16:35,2,1,4,1,6389,1346,23156,122,New York City,0,0
694,2022-07-09 02:27:32,I shot video interviews of gay men talking about their #monkeypox symptoms for my @NBCOUT article. They talk about the first signs of the infection &amp; about severe pain. _URL_ via @nbcnews,Twitter for iPhone,True,True,"Science reporter covering Covid, monkeypox, HIV, climate | Battling cancer | Contributor: @NYTimes @NBCNews @Guardian @TRF_Stories Also: @TheNation @TheAtlantic",2013-08-13 06:16:35,13,3,29,2,6389,1346,23156,122,New York City,0,0
695,2022-07-09 02:27:34,Pride Center Offers Free Vaccinations as Monkeypox Surges in Broward County _URL_,Twitter Web App,False,True,Food Writer for 10+ years. :Puerto_Rico: Raised on Super Burritos :burrito:. Cuban Sandwiches have salami. Tweets may contain affiliate links. carloshernandesu@gmail.com,2010-04-04 22:17:03,0,0,0,0,12425,13668,321793,309,TPA :airplane: SF,0,0
699,2022-07-09 02:29:05,The Bay Area's LGBT community is going into the weekend uncertain about how to protect themselves against a monkeypox epidemic. Reek Cowan reports. (7-8-22) _URL_,SocialNewsDesk,True,True,"News, Sports, Weather, Traffic & the Best of the Bay Area. Tag your :camera_with_flash: : #KPIX Download our app:  Apple: _URL_ Android: _URL_",2008-10-08 22:43:25,0,3,2,0,112060,2290,202212,2473,San Francisco Bay Area,0,0
